date;temperaturemin;temperaturemax;precipitation;snowfall;snowdepth;avgwindspeed;fastest2minwinddir;fastest2minwindspeed;fastest5secwinddir;fastest5secwindspeed;fog
28.11.19;41.0;59.0;0.0;0.0;0.0;Jul 16;300;14. Sep;330;23. Apr;No
29.11.19;33.1;55.9;0.0;0.0;0.0;01. Dez;50;08. Mai;50;10. Jul;No
02.12.19;37.9;50.0;0.0;0.0;0.0;Jul 83;290;18. Dez;320;29.97;Yes
03.12.19;35.1;51.1;0.0;0.0;0.0;Mai 14;280;12. Aug;240;17.0;No
04.12.19;33.1;57.0;0.0;0.0;0.0;04. Jul;230;19.91;240;25.95;No
21.12.19;;;;;;;;;;;No
03.01.20;46.0;57.9;Jan 53;0.0;0.0;MŠr 58;230;14. Sep;230;17.0;Yes
05.01.20;37.0;51.1;0.0;0.0;0.0;Jul 61;280;17.0;280;29. Aug;No
11.01.07;24. Jan;51.1;0.0;0.0;0.0;MŠr 13;180;12. Aug;200;14. Sep;No
25.01.07;30. Sep;46.9;0.0;0.0;0.0;Jun 49;290;19.91;310;25. Mai;No
06.02.07;15. Jan;39.0;0.0;0.0;0.0;06. Apr;190;17.0;200;21. MŠr;No
18.02.07;26. Jan;45.0;0.0;0.0;0.0;Aug 72;290;23.94;300;40.04;No
27.02.07;34.0;64.9;0.0;0.0;0.0;Feb 46;240;10. Jul;270;14.99;Yes
27.03.07;59.0;87.1;0.04;0.0;0.0;Mai 14;230;14. Sep;10;17. Sep;Yes
14.04.07;48.9;70.0;0.01;0.0;0.0;Sep 17;160;17.0;150;21. MŠr;Yes
23.04.07;52.0;82.9;0.0;0.0;0.0;Nov 41;230;21.92;240;25.95;No
17.05.07;55.9;69.1;0.01;0.0;0.0;Mai 59;50;Dez 97;10;17. Sep;Yes
20.05.07;46.9;82.9;0.0;0.0;0.0;Apr 92;270;17.0;270;21.92;No
27.05.07;61.0;91.0;0.0;0.0;0.0;Jul 83;210;14. Sep;210;17.0;No
30.05.07;63.0;90.0;0.0;0.0;0.0;Jun 26;90;14. Sep;90;17.0;Yes
16.06.07;57.9;82.9;0.03;0.0;0.0;Apr 25;230;14.99;240;19.91;Yes
21.06.07;62.1;87.1;0.0;0.0;0.0;Feb 91;50;Dez 97;40;17.0;Yes
06.07.07;71.1;93.9;0.0;0.0;0.0;Jun 49;270;Dez 97;260;16. Nov;Yes
20.07.07;72.0;88.0;0.0;0.0;0.0;Mai 82;360;14. Sep;360;19.91;No
27.07.07;69.1;93.9;Jan 18;0.0;0.0;Mai 59;230;23. Apr;230;27.96;Yes
05.08.07;72.0;98.1;0.03;0.0;0.0;03. Aug;140;Dez 97;140;14.99;Yes
03.09.07;59.0;91.0;0.0;0.0;0.0;MŠr 36;90;10. Jul;130;16. Nov;No
27.09.07;64.9;91.0;0.0;0.0;0.0;Apr 47;190;12. Aug;190;14.99;No
02.11.07;46.9;62.1;0.0;0.0;0.0;12. MŠr;40;23. Apr;40;29. Aug;No
04.11.07;35.1;66.0;0.0;0.0;0.0;02. Jan;240;14. Sep;290;17.0;Yes
08.11.07;32.0;54.0;0.0;0.0;0.0;Feb 68;90;12. Aug;80;Dez 97;No
11.11.07;30.0;57.9;0.0;0.0;0.0;Jan 34;220;10. Jul;210;Dez 97;Yes
21.11.07;46.9;78.1;0.0;0.0;0.0;Jul 61;230;21. MŠr;220;25. Mai;Yes
22.11.07;51.1;77.0;0.0;0.0;0.0;14.54;230;29. Aug;220;34.9;No
24.12.07;32.0;57.9;0.0;0.0;0.0;Feb 91;260;12. Aug;230;14. Sep;Yes
25.12.07;30. Sep;54.0;0.0;0.0;0.0;Apr 47;40;Dez 97;30;17.0;No
07.01.08;43.0;72.0;0.0;0.0;0.0;Jun 26;240;14.99;240;17.0;Yes
22.01.08;24. Jan;42.1;0.15;0.0;0.0;MŠr 58;220;10. Jul;210;12. Aug;Yes
31.01.08;27.0;51.1;0.0;0.0;0.0;Sep 62;40;17. Sep;40;23. Apr;No
24.03.08;36.0;51.1;0.0;0.0;0.0;Jun 93;50;17.0;50;21. MŠr;No
02.04.08;51.1;66.0;0.0;0.0;0.0;Sep 17;110;17.0;90;21.92;No
20.04.08;48.0;73.9;0.43;0.0;0.0;Apr 25;270;25. Mai;280;31.99;Yes
02.08.16;73.0;91.0;0.28;0.0;0.0;04. MŠr;130;14. Sep;90;19. Jan;Yes
20.08.16;73.9;91.0;0.0;0.0;0.0;Feb 24;220;19.91;230;23. Apr;Yes
13.09.16;64.0;91.0;0.0;0.0;0.0;04. MŠr;190;10. Jul;170;14. Sep;No
15.09.16;66.0;90.0;0.0;0.0;0.0;Jul 83;40;17.0;80;21.92;No
16.09.16;68.0;82.9;0.0;0.0;0.0;08. Mai;80;14.99;110;21. MŠr;No
20.09.16;71.1;75.0;0.02;0.0;0.0;Jul 38;30;14. Sep;20;21. MŠr;Yes
23.10.16;39.9;70.0;0.0;0.0;0.0;Jun 71;230;14.99;220;19.91;No
24.10.16;46.9;78.1;0.0;0.0;0.0;Mai 59;260;14.99;260;21.92;No
25.10.16;44.1;66.0;0.0;0.0;0.0;Feb 68;70;14.99;50;19. Jan;No
26.10.16;39.0;68.0;0.0;0.0;0.0;Jan 79;230;10. Jul;230;Dez 97;Yes
30.10.16;55.9;84.0;0.0;0.0;0.0;Apr 92;280;14. Sep;300;19. Jan;Yes
01.11.16;52.0;64.0;0.0;0.0;0.0;Feb 68;140;10. Jul;100;Dez 97;No
29.11.16;57.9;72.0;0.06;0.0;0.0;Dez 97;200;21.92;160;31.99;Yes
30.11.16;64.9;77.0;0.07;0.0;0.0;Dez 97;240;27.96;240;33.11;Yes
07.12.16;37.0;60.1;0.0;0.0;0.0;02. Jan;20;Aug 95;30;14.99;Yes
23.12.16;29. Jan;53.1;0.0;0.0;0.0;Feb 91;100;Dez 97;100;17.0;No
05.01.17;29. Jan;44.1;0.0;0.0;0.0;02. Jan;40;12. Aug;40;16. Nov;No
06.01.17;32.0;43.0;0.25;0.0;0.0;06. Apr;40;14. Sep;40;19. Jan;Yes
14.01.17;42.1;55.0;0.0;0.0;0.0;Jun 71;50;17.0;70;23. Apr;No
22.01.17;53.1;55.9;0.09;0.0;0.0;Mai 82;80;23. Apr;80;25.95;Yes
22.02.17;51.1;70.0;0.0;0.0;0.0;03. Aug;220;12. Aug;130;14.99;No
27.02.17;35.1;66.0;0.0;0.0;0.0;Mai 37;220;14.99;180;21. MŠr;No
24.03.17;37.0;71.1;0.0;0.0;0.0;Sep 62;230;23. Apr;230;27. Jul;No
25.03.17;52.0;75.9;0.0;0.0;0.0;Okt 74;240;21. MŠr;240;27. Jul;No
29.03.17;55.0;73.0;0.0;0.0;0.0;Apr 92;50;16. Nov;80;21. MŠr;No
04.04.17;63.0;82.0;0.0;0.0;0.0;Dez 97;240;23.94;230;31.09;No
10.04.17;48.9;78.1;0.0;0.0;0.0;Sep 62;230;18. Dez;240;23.94;No
24.04.17;53.1;60.1;Apr 51;0.0;0.0;Okt 96;50;21. MŠr;40;25. Mai;Yes
02.05.17;60.1;77.0;0.0;0.0;0.0;Nov 41;240;23. Apr;250;31.09;No
10.05.17;57.0;82.9;0.45;0.0;0.0;03. Aug;30;16. Nov;40;21.92;Yes
15.05.17;60.1;84.9;0.0;0.0;0.0;04. Jul;290;14. Sep;320;19.91;No
20.06.17;66.9;82.0;0.72;0.0;0.0;Apr 47;240;Dez 97;200;18. Dez;Yes
21.06.17;66.0;84.9;0.2;0.0;0.0;Jun 71;230;14.99;190;19.91;Yes
02.09.17;61.0;82.9;0.0;0.0;0.0;Jun 26;170;Dez 97;160;17.0;Yes
08.09.17;51.1;77.0;0.0;0.0;0.0;Feb 68;40;Dez 97;30;16. Nov;No
09.09.17;53.1;75.9;0.0;0.0;0.0;Jul 38;40;16. Nov;40;23. Apr;No
18.09.17;64.9;82.9;0.0;0.0;0.0;Jun 71;40;17.0;50;23. Apr;Yes
20.09.17;62.1;91.0;0.0;0.0;0.0;MŠr 58;280;14. Sep;280;19.91;Yes
03.10.17;50.0;77.0;0.0;0.0;0.0;Jun 26;40;14. Sep;60;18. Dez;No
24.10.17;52.0;72.0;0.0;0.0;0.0;Jun 49;230;16. Nov;240;21. MŠr;Yes
04.11.17;55.9;64.0;0.0;0.0;0.0;Aug 28;40;16. Nov;80;23. Apr;No
06.11.17;53.1;75.9;0.0;0.0;0.0;04. Jul;240;18. Dez;240;23. Apr;Yes
10.11.17;35.1;57.9;0.0;0.0;0.0;Jun 71;50;21.92;60;27.96;Yes
29.11.17;39.9;70.0;0.0;0.0;0.0;Feb 46;290;10. Jul;280;14. Sep;No
05.01.07;57.0;72.0;0.86;0.0;0.0;08. Mai;190;21. MŠr;190;29. Aug;Yes
31.01.07;25.0;39.9;0.0;0.0;0.0;Mai 37;20;Dez 97;350;23. Apr;No
19.02.07;19.0;50.0;0.0;0.0;0.0;Jun 93;200;17. Sep;200;21. MŠr;No
25.02.07;42.1;51.1;0.56;0.0;0.0;Jun 71;130;16. Nov;130;21. MŠr;Yes
03.03.07;41.0;69.1;0.0;0.0;0.0;Nov 41;230;25.95;240;33.11;No
04.03.07;34.0;50.0;0.0;0.0;0.0;Jun 93;280;17.0;280;23. Apr;No
05.03.07;26. Jan;64.0;0.0;0.0;0.0;08. Mai;240;21.92;240;29.97;No
07.03.07;35.1;70.0;0.0;0.0;0.0;Aug 95;230;25. Mai;230;31.09;No
13.03.07;44.1;80.1;0.0;0.0;0.0;Apr 47;210;14. Sep;210;17.0;Yes
19.03.07;26. Jan;63.0;0.0;0.0;0.0;09. Apr;230;23. Apr;240;29.97;No
04.04.07;55.9;82.0;0.0;0.0;0.0;Sep 62;280;17. Sep;280;27.96;Yes
22.04.07;48.9;84.0;0.0;0.0;0.0;Mai 59;190;Dez 97;200;16. Nov;No
24.04.07;57.9;82.9;0.0;0.0;0.0;Sep 84;230;16. Nov;230;17. Sep;No
03.05.07;57.0;71.1;0.0;0.0;0.0;Sep 62;80;17.0;50;21. MŠr;No
05.05.07;55.0;66.0;0.01;0.0;0.0;Feb 68;320;Jun 93;90;Aug 95;Yes
08.05.07;50.0;69.1;0.04;0.0;0.0;Nov 41;40;17. Sep;40;23.94;Yes
14.05.07;44.1;75.0;0.0;0.0;0.0;Apr 25;190;Dez 97;160;16. Nov;Yes
13.06.07;64.0;79.0;0.18;0.0;0.0;03. Aug;30;14. Sep;20;17. Sep;Yes
26.06.07;69.1;95.0;0.53;0.0;0.0;Apr 92;240;29. Aug;250;33.11;Yes
01.07.07;66.0;86.0;0.0;0.0;0.0;Jun 93;30;17.0;70;21.92;Yes
02.07.07;63.0;84.0;0.0;0.0;0.0;MŠr 36;20;12. Aug;80;14. Sep;No
05.07.07;64.9;91.9;0.0;0.0;0.0;Sep 62;230;17. Sep;230;23. Apr;No
22.07.07;57.9;84.9;0.0;0.0;0.0;Mai 14;50;17. Sep;50;23. Apr;No
10.08.07;75.0;104.0;0.05;0.0;0.0;Apr 92;30;19.91;340;25.95;Yes
11.08.07;73.0;84.9;0.0;0.0;0.0;Jul 16;90;14.99;120;17. Sep;Yes
12.08.07;66.9;91.9;0.0;0.0;0.0;Mai 14;100;Dez 97;180;14.99;Yes
28.08.07;71.1;93.9;0.0;0.0;0.0;Mai 82;60;Dez 97;10;19.91;Yes
31.08.07;68.0;91.0;0.0;0.0;0.0;Mai 37;100;14. Sep;80;17.0;Yes
21.09.07;66.0;81.0;0.0;0.0;0.0;Mai 82;30;14. Sep;30;17.0;Yes
23.09.07;66.0;91.9;0.0;0.0;0.0;Apr 47;110;Dez 97;80;17.0;Yes
06.10.07;68.0;82.9;0.0;0.0;0.0;Apr 25;50;10. Jul;40;14. Sep;Yes
10.10.07;64.0;88.0;0.04;0.0;0.0;Jun 49;240;17. Sep;230;21. MŠr;No
16.11.07;34.0;51.1;0.0;0.0;0.0;Jun 26;290;17.0;320;23. Apr;No
24.11.07;25.0;50.0;0.0;0.0;0.0;MŠr 36;80;14. Sep;90;17.0;No
05.12.07;36.0;53.1;0.0;0.0;0.0;Apr 92;10;17.0;20;23. Apr;No
18.12.07;21.0;46.0;0.0;0.0;0.0;01. Dez;170;Jun 93;200;10. Jul;No
19.12.07;28. Sep;53.1;0.02;0.0;0.0;MŠr 13;230;Dez 97;240;14.99;Yes
20.12.07;28.0;57.9;0.0;0.0;0.0;Feb 91;90;14. Sep;80;17.0;Yes
21.12.07;39.9;48.0;0.01;0.0;0.0;10. Jul;50;17.0;50;23.94;Yes
08.01.08;50.0;73.0;0.0;0.0;0.0;08. Mai;210;16. Nov;210;21. MŠr;Yes
11.01.08;48.9;68.0;0.0;0.0;0.0;13.42;220;29.97;220;38.03;Yes
23.01.08;37.0;54.0;0.0;0.0;0.0;MŠr 58;20;Aug 95;30;12. Aug;Yes
24.01.08;30.0;46.9;0.0;0.0;0.0;Mai 82;310;17. Sep;320;23.94;Yes
01.02.08;36.0;60.1;0.83;0.0;0.0;08. Mai;330;25.95;210;35.12;Yes
04.02.08;41.0;71.1;0.0;0.0;0.0;Apr 47;230;14.99;230;17.0;No
06.02.08;61.0;77.0;0.0;0.0;0.0;19. Jan;220;33.11;230;40.94;No
10.02.08;37.9;64.9;0.0;0.0;0.0;14. Sep;270;33.11;260;46.98;No
11.02.08;27.0;46.9;0.0;0.0;0.0;Apr 92;20;12. Aug;320;19.91;No
06.03.08;37.9;66.9;0.0;0.0;0.0;Apr 92;100;Dez 97;90;16. Nov;No
08.03.08;35.1;66.0;0.2;0.0;0.0;16.55;240;40.94;230;51.9;Yes
09.03.08;28.0;52.0;0.0;0.0;0.0;Mai 14;300;14. Sep;280;17. Sep;No
13.03.08;37.0;75.9;0.0;0.0;0.0;Jun 93;220;17.0;220;21.92;No
19.03.08;57.0;75.0;0.08;0.0;0.0;18. Dez;220;33.11;230;38.92;Yes
05.04.08;60.1;64.9;0.25;0.0;0.0;Jun 49;90;14.99;90;17. Sep;Yes
13.04.08;46.0;66.9;0.0;0.0;0.0;06. Apr;240;17. Sep;240;25. Mai;No
27.04.08;63.0;79.0;Jan 16;0.0;0.0;Mai 82;80;14.99;80;17. Sep;Yes
08.05.08;64.9;77.0;0.07;0.0;0.0;Dez 53;170;21. MŠr;180;29. Aug;Yes
16.05.08;57.9;82.0;0.39;0.0;0.0;Okt 29;230;21.92;240;25. Mai;Yes
19.05.08;52.0;75.0;0.0;0.0;0.0;Jun 26;250;19.91;310;25. Mai;No
27.05.08;63.0;87.1;0.0;0.0;0.0;Okt 96;230;17. Sep;230;21.92;No
07.06.08;73.9;100.0;0.0;0.0;0.0;Mai 59;230;16. Nov;220;21.92;No
08.06.08;73.0;100.9;0.0;0.0;0.0;04. MŠr;230;14. Sep;230;14.99;No
26.06.08;72.0;97.0;0.0;0.0;0.0;08. Mai;220;14.99;240;19.91;Yes
02.07.08;55.9;88.0;0.0;0.0;0.0;MŠr 36;230;14.99;220;17. Sep;Yes
12.07.08;68.0;89.1;0.0;0.0;0.0;Feb 91;110;12. Aug;110;16. Nov;Yes
16.07.08;64.9;88.0;0.0;0.0;0.0;Apr 47;50;14.99;40;19.91;Yes
21.07.08;72.0;97.0;0.0;0.0;0.0;Feb 91;10;10. Jul;280;14.99;No
25.07.08;63.0;86.0;0.0;0.0;0.0;Jan 57;150;Aug 95;130;10. Jul;No
09.08.08;64.0;89.1;0.0;0.0;0.0;03. Aug;50;14. Sep;50;17. Sep;No
21.08.08;70.0;88.0;0.0;0.0;0.0;Sep 17;100;16. Nov;100;23. Apr;Yes
22.08.08;64.0;88.0;0.0;0.0;0.0;09. Apr;90;17.0;110;25. Mai;No
23.08.08;66.0;88.0;0.0;0.0;0.0;Jun 93;120;Dez 97;120;16. Nov;No
25.08.08;69.1;88.0;0.0;0.0;0.0;06. Apr;230;Dez 97;230;14.99;No
01.09.08;64.9;86.0;0.0;0.0;0.0;Apr 47;40;Dez 97;90;14.99;No
03.09.08;61.0;90.0;0.0;0.0;0.0;Feb 68;220;10. Jul;240;Dez 97;Yes
07.09.08;69.1;89.1;0.0;0.0;0.0;02. Jan;40;Aug 95;40;12. Aug;No
20.09.08;53.1;73.0;0.0;0.0;0.0;Mai 59;30;Dez 97;360;14.99;No
29.09.08;64.0;82.0;0.0;0.0;0.0;Feb 68;40;Dez 97;40;14. Sep;Yes
27.10.08;35.1;60.1;0.0;0.0;0.0;Apr 47;20;16. Nov;340;21.92;Yes
31.10.08;30. Sep;66.9;0.0;0.0;0.0;Feb 91;220;12. Aug;240;14.99;Yes
10.11.08;34.0;61.0;0.0;0.0;0.0;Jan 79;270;12. Aug;260;17.0;Yes
11.11.08;33.1;57.0;0.0;0.0;0.0;Apr 25;90;Dez 97;80;17.0;No
22.11.08;21.0;46.0;0.0;0.0;0.0;MŠr 13;270;Dez 97;330;16. Nov;No
23.11.08;26. Jan;55.0;0.0;0.0;0.0;Feb 68;230;12. Aug;230;14. Sep;No
06.12.08;26. Jan;46.9;0.06;0.0;0.0;02. Jan;230;08. Mai;160;12. Aug;Yes
13.12.08;25.0;46.9;0.0;0.0;0.0;Jan 79;330;10. Jul;40;Dez 97;No
15.12.08;54.0;70.0;0.0;0.0;0.0;Aug 28;190;21.92;190;29. Aug;No
22.12.08;21.0;36.0;0.0;0.0;0.0;Jul 16;310;17.0;320;23.94;No
25.12.08;37.9;66.0;0.31;0.0;0.0;03. Aug;220;23.94;210;29. Aug;Yes
29.12.08;39.0;60.1;0.02;0.0;0.0;MŠr 36;270;12. Aug;360;14.99;No
06.01.09;43.0;57.0;0.9;0.0;0.0;06. Apr;90;16. Nov;100;21. MŠr;Yes
08.01.09;36.0;53.1;0.0;0.0;0.0;Sep 17;240;17.0;230;21.92;No
12.01.09;30.0;48.0;0.0;0.0;0.0;MŠr 58;360;Dez 97;30;14.99;No
13.01.09;32.0;43.0;0.0;0.0;0.0;Feb 46;260;08. Mai;130;Dez 97;No
25.01.09;30.0;36.0;0.0;0.0;0.0;Jun 26;70;14. Sep;100;17.0;No
26.01.09;33.1;46.9;0.0;0.0;0.0;MŠr 58;100;10. Jul;100;Dez 97;No
27.01.09;39.9;43.0;0.11;0.0;0.0;03. Aug;90;08. Mai;90;10. Jul;Yes
31.01.09;26. Jan;46.9;0.0;0.0;0.0;Mai 59;270;17. Sep;260;23.94;No
02.02.09;37.0;64.0;0.11;0.0;0.0;Sep 62;240;21. MŠr;220;23.94;Yes
04.02.09;25.0;37.9;0.0;0.0;0.0;08. Mai;300;17.0;290;25. Mai;No
08.02.09;44.1;75.0;0.0;0.0;0.0;Jul 83;280;16. Nov;280;23. Apr;No
11.02.09;54.0;75.0;0.04;0.0;0.0;17.45;230;34.9;220;44.96;Yes
21.02.09;21. Sep;54.0;0.0;0.0;0.0;Mai 37;200;17.0;200;23. Apr;No
22.02.09;30. Sep;50.0;0.01;0.0;0.0;Okt 96;270;21.92;300;33.11;No
24.02.09;23.0;46.0;0.0;0.0;0.0;Feb 68;50;12. Aug;10;14. Sep;No
28.02.09;37.9;57.9;0.72;0.0;0.0;Sep 62;70;21. MŠr;80;25. Mai;Yes
07.03.09;48.9;82.0;0.0;0.0;0.0;Jul 38;220;16. Nov;220;17. Sep;Yes
13.03.09;39.0;46.9;0.53;0.0;0.0;Aug 72;60;16. Nov;40;19.91;Yes
25.03.09;42.1;48.9;0.01;0.0;0.0;04. Jul;130;Dez 97;110;16. Nov;No
31.03.09;39.0;69.1;0.0;0.0;0.0;Mai 82;140;Dez 97;140;16. Nov;No
07.04.09;41.0;51.1;0.0;0.0;0.0;10. Jul;260;21.92;280;29.97;No
08.04.09;32.0;61.0;0.0;0.0;0.0;Okt 51;220;25. Mai;220;29.97;No
12.04.09;44.1;66.0;0.0;0.0;0.0;Apr 47;30;14. Sep;30;17.0;No
13.04.09;45.0;63.0;0.0;0.0;0.0;Jun 26;140;17.0;130;21.92;No
17.04.09;36.0;73.9;0.0;0.0;0.0;03. Aug;230;10. Jul;240;14. Sep;No
21.04.09;50.0;75.0;0.0;0.0;0.0;Mai 14;230;29.97;220;36.91;No
25.04.09;66.0;91.9;0.0;0.0;0.0;Okt 51;230;16. Nov;230;19.91;No
26.04.09;61.0;91.0;0.0;0.0;0.0;08. Mai;220;16. Nov;230;19.91;No
04.05.09;66.9;87.1;0.29;0.0;0.0;14.54;220;25.95;220;31.99;Yes
11.05.09;48.0;68.0;0.07;0.0;0.0;Jun 49;50;17.0;20;21. MŠr;Yes
21.05.09;60.1;82.0;0.0;0.0;0.0;Jun 71;80;14.99;90;21. MŠr;No
26.05.09;69.1;82.0;0.69;0.0;0.0;Jun 49;130;17.0;130;21.92;Yes
28.05.09;68.0;86.0;0.65;0.0;0.0;Mai 82;240;25.95;240;34.9;Yes
06.06.09;63.0;75.9;0.0;0.0;0.0;Mai 82;50;14. Sep;90;17.0;No
16.06.09;66.0;73.0;0.42;0.0;0.0;Jun 49;110;14.99;100;19.91;Yes
21.06.09;72.0;90.0;0.0;0.0;0.0;Jul 38;290;17.0;290;25. Mai;No
22.06.09;68.0;88.0;0.0;0.0;0.0;03. Aug;350;14. Sep;30;17.0;No
26.06.09;69.1;97.0;0.0;0.0;0.0;Mai 14;250;14. Sep;230;17.0;No
30.06.09;64.0;95.0;0.0;0.0;0.0;Apr 92;240;19.91;250;29. Aug;No
03.07.09;64.9;87.1;0.0;0.0;0.0;Apr 25;270;14. Sep;260;17. Sep;No
04.07.09;60.1;90.0;0.0;0.0;0.0;04. MŠr;240;14. Sep;230;17. Sep;No
21.07.09;68.0;88.0;0.0;0.0;0.0;MŠr 13;170;08. Mai;170;10. Jul;Yes
28.07.09;69.1;95.0;0.0;0.0;0.0;Jun 71;190;27.96;190;36.01;No
29.08.09;71.1;91.9;0.0;0.0;0.0;Mai 14;230;17. Sep;230;23. Apr;Yes
30.08.09;69.1;86.0;0.01;0.0;0.0;Feb 68;40;12. Aug;40;14.99;No
02.09.09;57.0;79.0;0.0;0.0;0.0;08. Mai;40;17.0;40;21.92;No
17.09.09;64.9;71.1;0.37;0.0;0.0;04. MŠr;70;10. Jul;80;14. Sep;Yes
19.09.09;62.1;81.0;0.0;0.0;0.0;Mai 59;90;14.99;80;21. MŠr;Yes
01.10.09;51.1;73.0;0.0;0.0;0.0;03. Aug;240;14. Sep;230;17.0;No
11.10.09;55.9;70.0;0.01;0.0;0.0;04. Jul;50;14.99;90;19.91;No
13.10.09;52.0;77.0;0.0;0.0;0.0;Feb 91;320;Aug 95;350;14.99;Yes
18.10.09;39.9;52.0;0.0;0.0;0.0;Mai 14;30;17.0;40;23.94;No
20.10.09;35.1;72.0;0.0;0.0;0.0;Feb 91;230;12. Aug;210;29. Aug;Yes
22.10.09;46.0;78.1;0.0;0.0;0.0;Apr 47;240;17.0;240;23. Apr;No
23.10.09;60.1;81.0;0.0;0.0;0.0;Aug 95;200;21. MŠr;190;29. Aug;Yes
24.10.09;57.9;81.0;0.27;0.0;0.0;Nov 41;240;25.95;230;34.9;Yes
28.10.09;54.0;75.9;0.04;0.0;0.0;Mai 82;210;16. Nov;200;23. Apr;Yes
01.11.09;48.9;70.0;0.92;0.0;0.0;Okt 51;40;21.92;30;31.09;Yes
02.11.09;42.1;60.1;0.03;0.0;0.0;04. Jul;40;12. Aug;30;17.0;Yes
04.11.09;37.9;64.0;0.0;0.0;0.0;Feb 91;80;14.99;80;21. MŠr;No
10.11.09;55.9;63.0;0.88;0.0;0.0;04. Jul;30;16. Nov;30;23. Apr;Yes
11.11.09;48.0;57.0;Feb 97;0.0;0.0;15.21;50;27.96;50;36.91;Yes
24.11.09;48.0;57.9;0.0;0.0;0.0;MŠr 36;50;10. Jul;20;14.99;Yes
03.12.09;39.0;68.0;0.0;0.0;0.0;09. Apr;230;31.09;220;40.04;No
13.12.09;36.0;42.1;0.29;0.0;0.0;Feb 91;250;Aug 95;90;Dez 97;Yes
20.12.09;26. Jan;45.0;0.0;0.0;0.0;Feb 68;300;14. Sep;300;23.94;Yes
04.01.10;17. Jan;36.0;0.0;0.0;0.0;Jun 26;290;Dez 97;320;21.92;No
07.01.10;19. Sep;48.0;0.0;0.0;0.0;Mai 37;210;Dez 97;230;17. Sep;No
08.01.10;21. Sep;42.1;0.05;0.0;0.0;Aug 95;240;23. Apr;230;33.11;Yes
18.01.10;39.0;62.1;0.0;0.0;0.0;MŠr 13;360;12. Aug;10;19.91;Yes
22.01.10;37.0;39.9;0.01;0.0;0.0;Jun 71;30;Dez 97;30;16. Nov;Yes
25.01.10;46.9;66.0;0.86;0.0;0.0;17.67;230;29. Aug;170;38.92;Yes
07.02.10;21. Sep;42.1;0.0;0.0;0.0;Feb 24;10;Dez 97;40;16. Nov;No
08.02.10;21. Sep;46.0;0.0;0.0;0.0;Feb 24;40;Aug 95;290;12. Aug;No
23.02.10;39.9;53.1;0.0;0.0;0.0;Feb 68;10;Aug 95;340;Dez 97;Yes
26.02.10;28. Sep;50.0;0.0;0.0;0.0;Okt 29;280;21.92;280;31.99;No
05.03.10;25.0;51.1;0.0;0.0;0.0;MŠr 36;310;14. Sep;310;23.94;No
14.03.10;45.0;62.1;0.22;0.0;0.0;Mai 59;240;14.99;250;19.91;Yes
16.03.10;39.0;52.0;0.0;0.0;0.0;04. Jul;20;14. Sep;30;23. Apr;No
21.03.10;52.0;69.1;0.0;0.0;0.0;Aug 95;230;17. Sep;160;25. Mai;No
25.03.10;48.9;75.9;0.0;0.0;0.0;Sep 62;220;21. MŠr;230;27.96;No
26.03.10;36.0;66.9;0.06;0.0;0.0;Aug 95;200;19.91;40;29.97;Yes
29.03.10;52.0;66.9;Jan 52;0.0;0.0;03. Aug;100;Dez 97;120;19.91;Yes
01.04.10;43.0;84.0;0.0;0.0;0.0;Feb 46;240;10. Jul;240;Dez 97;No
03.04.10;55.0;80.1;0.0;0.0;0.0;Jul 83;230;16. Nov;220;21. MŠr;No
05.04.10;57.9;88.0;0.0;0.0;0.0;Jun 71;240;16. Nov;230;21.92;No
15.04.10;37.9;75.0;0.0;0.0;0.0;02. Jan;240;Aug 95;230;Dez 97;Yes
16.04.10;50.0;86.0;0.0;0.0;0.0;Aug 28;240;21. MŠr;220;27.96;No
22.04.10;44.1;75.0;0.0;0.0;0.0;Feb 91;280;Dez 97;280;17. Sep;Yes
05.05.10;55.9;89.1;0.0;0.0;0.0;Apr 47;140;14.99;190;17.0;Yes
12.05.10;64.0;84.9;0.0;0.0;0.0;Nov 18;230;21.92;220;29. Aug;No
25.05.10;64.0;78.1;0.0;0.0;0.0;Jul 38;40;17. Sep;40;23.94;Yes
03.06.10;70.0;89.1;0.0;0.0;0.0;06. Apr;230;Dez 97;230;17.0;Yes
04.06.10;70.0;91.9;0.0;0.0;0.0;Jul 61;230;17. Sep;220;23. Apr;Yes
10.06.10;73.9;91.0;0.0;0.0;0.0;Jul 38;230;17. Sep;230;21. MŠr;No
21.06.10;69.1;93.0;0.0;0.0;0.0;Feb 46;40;12. Aug;10;14.99;No
23.06.10;73.0;97.0;0.05;0.0;0.0;04. Jul;300;17.0;320;29.97;Yes
30.06.10;69.1;78.1;0.18;0.0;0.0;Mai 59;40;Dez 97;120;17. Sep;Yes
05.07.10;64.0;97.0;0.0;0.0;0.0;06. Apr;230;12. Aug;220;14.99;No
09.07.10;72.0;95.0;0.4;0.0;0.0;MŠr 58;230;36.01;230;48.09;Yes
12.07.10;73.9;87.1;0.14;0.0;0.0;Jun 49;170;14.99;170;19.91;Yes
18.07.10;71.1;95.0;0.01;0.0;0.0;Jul 16;230;23. Apr;230;27.96;Yes
31.07.10;64.0;78.1;0.12;0.0;0.0;Feb 91;100;10. Jul;110;16. Nov;No
16.08.10;73.9;95.0;0.0;0.0;0.0;Mai 14;220;Dez 97;200;14.99;No
